11,1,0.061822734
33,1,-0.128491906
13,1,0.017252641
14,1,0.003667594
6,1,0.131029922
21,1,-0.083860484
28,1,0.040773781
15,1,-0.064813375
26,2,0.132638812
5,2,0.148408813
19,2,0.046053687
29,2,-0.281451688
15,2,0.124435687
7,3,0
6,3,0
32,3,0
10,3,0
26,4,-0.001349637
33,4,-0.004919668
14,4,-0.007249465
3,4,-0.006843512
28,4,0.01046509
32,4,0.01143148
15,4,-0.033791441
34,4,0.011456621
35,5,-0.068459063
14,5,-0.021715937
7,5,0.169147563
24,5,0.063494094
9,5,-0.028405
4,5,-0.064600812
15,5,-0.057693
30,6,-0.017870641
8,6,0.166126078
7,6,0.047568328
29,6,0.061572734
28,6,0.089680516
31,6,-0.007768453
15,6,-0.106382703
1,7,0.003682793
5,7,0.004390787
8,7,0.003208594
6,7,0.001476685
12,7,0.001687588
31,7,-0.001333373
15,7,-0.00189635
34,7,0.000476406
33,8,-0.023946969
1,8,0.04006323
7,8,0.022219352
6,8,0.026461898
12,8,0.013114012
4,8,-0.017726434
21,8,-0.011483613
26,8,-0.024475246
33,9,0.0384235
8,9,-0.050699281
6,9,-0.078723875
28,9,-0.049742781
32,9,-0.051229563
15,9,0.023678313
34,9,0.052182281
26,10,0.139155688
6,10,-0.094973563
32,10,0.036736063
4,10,-0.076482437
22,10,0.299558313
30,11,4.77E-05
14,11,3.91E-05
1,11,4.03E-05
8,11,4.62E-05
6,11,2.07E-06
12,11,-2.41E-05
15,11,1.57E-05
10,11,1.45E-05
6,12,0.230795781
9,12,-0.046157656
19,12,0.009040406
29,12,0.124126375
28,12,0.147183969
32,12,0.084679094
15,12,-0.148863937
3,13,0.087798844
6,13,-0.001943297
19,13,-0.020897188
28,13,0.004440922
31,13,-0.053411219
32,13,-0.022400172
15,13,0.018495188
34,13,0.040536938
27,14,0.096472203
35,14,0.034458141
21,14,0.038845703
28,14,-0.045899109
32,14,0.001302641
15,14,0.100232141
34,14,0.111313359
7,15,-0.00409274
3,15,-0.003015593
6,15,-0.006877017
17,15,-0.001334671
12,15,-0.009125627
28,15,-0.005349032
31,15,-0.000130821
26,16,0.000890143
6,16,-0.001623942
21,16,0.002125979
25,16,0.001934276
18,16,0.001613217
15,16,-0.000362773
34,16,0.000582794
26,17,-0.004674704
35,17,-0.001434024
20,17,-0.001711716
6,17,-0.006303808
21,17,0.005476495
29,17,0.009980542
28,17,0.003329888
4,17,0.009693813
26,18,-0.122754938
20,18,-0.087506437
6,18,-0.125777062
25,18,0.269696688
15,18,-0.037739187
26,19,0
31,19,0
15,19,0
11,20,0.025093785
1,20,0.073637457
8,20,0.071639746
7,20,0.039181832
24,20,0.027654824
6,20,0.051092043
9,20,0.005734668
15,20,-0.02888073
1,21,-0.099115688
6,21,-0.051645172
19,21,-0.038813156
28,21,-0.037844172
32,21,-0.0006295
18,21,0.044440656
31,21,0.003977734
7,21,0.000598656
19,22,0
28,22,0
31,22,0
7,23,-0.023572008
6,23,-0.096972008
19,23,-0.052928195
29,23,-0.021567539
31,23,0.000249477
18,23,-0.009272789
15,23,0.067119664
16,23,-0.005198227
14,24,-0.002791592
1,24,0.007203801
8,24,0.004090213
12,24,0.009106353
28,24,0.005658694
31,24,0.003249154
4,24,0.005142747
10,24,-0.003277941
6,25,-0.009125215
19,25,-0.008200008
21,25,0.020715902
31,25,0.013258902
32,25,0.011178113
18,25,0.026804508
16,25,0.014729016
10,25,-0.007119207
7,26,0.016332906
9,26,0.110521625
19,26,-0.05772875
31,26,0.000624875
32,26,-0.10545625
15,26,0.149611312
34,26,0.194176875
2,27,0.131299062
14,27,0.088355313
5,27,-0.053636438
7,27,0.030179313
15,27,0.201579313
8,28,0.08474075
7,28,0.03492075
18,28,0.07042525
15,28,-0.21684275
7,29,-0.028227281
24,29,0.039587578
6,29,0.03335225
21,29,-0.005376
12,29,0.084396656
31,29,0.034624625
32,29,0.054388797
15,29,-0.052680969
2,30,0.05096502
14,30,-0.000875332
8,30,0.016915988
7,30,0.020296973
3,30,0.018081566
6,30,-0.004464395
32,30,-0.059108824
15,30,0.004174926
30,31,-0.097843578
6,31,-0.019374016
19,31,-0.03298625
12,31,0.056840328
32,31,0.026153516
15,31,-0.006635516
34,31,0.020480766
16,31,-0.014196406
14,32,-0.001542121
5,32,-0.016800777
7,32,-0.011426227
28,32,0.02576382
31,32,0.013512387
18,32,0.016336078
15,32,0.00259827
10,32,-0.000973387
14,33,0.007558504
5,33,-0.042067785
7,33,-0.03532027
3,33,-0.041150301
28,33,-0.01956209
15,33,0.055308066
9,33,0.018407137
16,33,0.006258246
26,34,0.016674652
23,34,0.007047541
14,34,0.01027998
5,34,-0.001591307
8,34,-0.008612258
7,34,0.003166113
9,34,0.006843412
28,34,-0.002790176
8,35,-0.498192
7,35,0
29,35,0
28,35,0
32,35,0